Inicio programa de registro
[ 051712 ] procesando parte.051612.5641
[ 051712 ] procesando parte.051612.5642
[ 051712 ] procesando parte.051612.5643
[ 051712 ] procesando parte.051612.5644
[ 051712 ] procesando parte.051612.5645
[ 051712 ] procesando parte.051612.5646
[ 051712 ] procesando parte.051612.5647
[ 051712 ] procesando parte.051612.5648
[ 051712 ] procesando parte.051612.5649
[ 051712 ] procesando parte.051612.565
[ 051712 ] procesando parte.051612.5650
[ 051712 ] procesando parte.051612.5651
[ 051712 ] procesando parte.051612.5652
[ 051712 ] procesando parte.051612.5653
[ 051712 ] procesando parte.051612.5654
[ 051712 ] procesando parte.051612.5655
[ 051712 ] procesando parte.051612.5656
[ 051712 ] procesando parte.051612.5657
[ 051712 ] procesando parte.051612.5658
[ 051712 ] procesando parte.051612.5659
[ 051712 ] procesando parte.051612.566
[ 051712 ] procesando parte.051612.5660
[ 051712 ] procesando parte.051612.5661
[ 051712 ] procesando parte.051612.5662
[ 051712 ] procesando parte.051612.5663
[ 051712 ] procesando parte.051612.5664
[ 051712 ] procesando parte.051612.5665
[ 051712 ] procesando parte.051612.5666
[ 051712 ] procesando parte.051612.5667
[ 051712 ] procesando parte.051612.5668
[ 051712 ] procesando parte.051612.5669
[ 051712 ] procesando parte.051612.567
[ 051712 ] procesando parte.051612.5670
[ 051712 ] procesando parte.051612.5671
[ 051712 ] procesando parte.051612.5672
[ 051712 ] procesando parte.051612.5673
[ 051712 ] procesando parte.051612.5674
[ 051712 ] procesando parte.051612.5675
[ 051712 ] procesando parte.051612.5676
[ 051712 ] procesando parte.051612.5677
[ 051712 ] procesando parte.051612.5678
[ 051712 ] procesando parte.051612.5679
[ 051712 ] procesando parte.051612.568
[ 051712 ] procesando parte.051612.5680
[ 051712 ] procesando parte.051612.5681
[ 051712 ] procesando parte.051612.5682
[ 051712 ] procesando parte.051612.5683
[ 051712 ] procesando parte.051612.5684
[ 051712 ] procesando parte.051612.5685
[ 051712 ] procesando parte.051612.5686
[ 051712 ] procesando parte.051612.5687
[ 051712 ] procesando parte.051612.5688
[ 051712 ] procesando parte.051612.5689
[ 051712 ] procesando parte.051612.569
[ 051712 ] procesando parte.051612.5690
[ 051712 ] procesando parte.051612.5691
[ 051712 ] procesando parte.051612.5692
[ 051712 ] procesando parte.051612.5693
[ 051712 ] procesando parte.051612.5694
[ 051712 ] procesando parte.051612.5695
[ 051712 ] procesando parte.051612.5696
[ 051712 ] procesando parte.051612.5697
[ 051712 ] procesando parte.051612.5698
[ 051712 ] procesando parte.051612.5699
[ 051712 ] procesando parte.051612.57
[ 051712 ] procesando parte.051612.570
[ 051712 ] procesando parte.051612.5700
[ 051712 ] procesando parte.051612.5701
[ 051712 ] procesando parte.051612.5702
[ 051712 ] procesando parte.051612.5703
[ 051712 ] procesando parte.051612.5704
[ 051712 ] procesando parte.051612.5705
[ 051712 ] procesando parte.051612.5706
[ 051712 ] procesando parte.051612.5707
[ 051712 ] procesando parte.051612.5708
[ 051712 ] procesando parte.051612.5709
[ 051712 ] procesando parte.051612.571
[ 051712 ] procesando parte.051612.5710
[ 051712 ] procesando parte.051612.5711
[ 051712 ] procesando parte.051612.5712
[ 051712 ] procesando parte.051612.5713
[ 051712 ] procesando parte.051612.5714
[ 051712 ] procesando parte.051612.5715
[ 051712 ] procesando parte.051612.5716
[ 051712 ] procesando parte.051612.5717
[ 051712 ] procesando parte.051612.5718
[ 051712 ] procesando parte.051612.5719
[ 051712 ] procesando parte.051612.572
[ 051712 ] procesando parte.051612.5720
[ 051712 ] procesando parte.051612.5721
[ 051712 ] procesando parte.051612.5722
[ 051712 ] procesando parte.051612.5723
[ 051712 ] procesando parte.051612.5724
[ 051712 ] procesando parte.051612.5725
[ 051712 ] procesando parte.051612.5726
[ 051712 ] procesando parte.051612.5727
[ 051712 ] procesando parte.051612.5728
[ 051712 ] procesando parte.051612.5729
[ 051712 ] procesando parte.051612.573
[ 051712 ] procesando parte.051612.5730
[ 051712 ] procesando parte.051612.5731
[ 051712 ] procesando parte.051612.5732
[ 051712 ] procesando parte.051612.5733
[ 051712 ] procesando parte.051612.5734
[ 051712 ] procesando parte.051612.5735
[ 051712 ] procesando parte.051612.5736
[ 051712 ] procesando parte.051612.5737
[ 051712 ] procesando parte.051612.5738
[ 051712 ] procesando parte.051612.5739
[ 051712 ] procesando parte.051612.574
[ 051712 ] procesando parte.051612.5740
[ 051712 ] procesando parte.051612.5741
[ 051712 ] procesando parte.051612.5742
[ 051712 ] procesando parte.051612.5743
[ 051712 ] procesando parte.051612.5744
[ 051712 ] procesando parte.051612.5745
[ 051712 ] procesando parte.051612.5746
[ 051712 ] procesando parte.051612.5747
[ 051712 ] procesando parte.051612.5748
[ 051712 ] procesando parte.051612.5749
[ 051712 ] procesando parte.051612.575
[ 051712 ] procesando parte.051612.5750
[ 051712 ] procesando parte.051612.5751
[ 051712 ] procesando parte.051612.5752
[ 051712 ] procesando parte.051612.5753
[ 051712 ] procesando parte.051612.5754
[ 051712 ] procesando parte.051612.5755
[ 051712 ] procesando parte.051612.5756
[ 051712 ] procesando parte.051612.5757
[ 051712 ] procesando parte.051612.5758
[ 051712 ] procesando parte.051612.5759
[ 051712 ] procesando parte.051612.576
[ 051712 ] procesando parte.051612.5760
[ 051712 ] procesando parte.051612.5761
[ 051712 ] procesando parte.051612.5762
[ 051712 ] procesando parte.051612.5763
[ 051712 ] procesando parte.051612.5764
[ 051712 ] procesando parte.051612.5765
[ 051712 ] procesando parte.051612.5766
[ 051712 ] procesando parte.051612.5767
[ 051712 ] procesando parte.051612.5768
[ 051712 ] procesando parte.051612.5769
[ 051712 ] procesando parte.051612.577
[ 051712 ] procesando parte.051612.5770
[ 051712 ] procesando parte.051612.5771
[ 051712 ] procesando parte.051612.5772
[ 051712 ] procesando parte.051612.5773
[ 051712 ] procesando parte.051612.5774
[ 051712 ] procesando parte.051612.5775
[ 051712 ] procesando parte.051612.5776
[ 051712 ] procesando parte.051612.5777
[ 051712 ] procesando parte.051612.5778
[ 051712 ] procesando parte.051612.5779
[ 051712 ] procesando parte.051612.578
[ 051712 ] procesando parte.051612.5780
[ 051712 ] procesando parte.051612.5781
[ 051712 ] procesando parte.051612.5782
[ 051712 ] procesando parte.051612.5783
[ 051712 ] procesando parte.051612.5784
[ 051712 ] procesando parte.051612.5785
[ 051712 ] procesando parte.051612.5786
[ 051712 ] procesando parte.051612.5787
[ 051712 ] procesando parte.051612.5788
[ 051712 ] procesando parte.051612.5789
[ 051712 ] procesando parte.051612.579
[ 051712 ] procesando parte.051612.5790
[ 051712 ] procesando parte.051612.5791
[ 051712 ] procesando parte.051612.5792
[ 051712 ] procesando parte.051612.5793
[ 051712 ] procesando parte.051612.5794
[ 051712 ] procesando parte.051612.5795
[ 051712 ] procesando parte.051612.5796
[ 051712 ] procesando parte.051612.5797
[ 051712 ] procesando parte.051612.5798
[ 051712 ] procesando parte.051612.5799
[ 051712 ] procesando parte.051612.58
[ 051712 ] procesando parte.051612.580
[ 051712 ] procesando parte.051612.5800
[ 051712 ] procesando parte.051612.5801
[ 051712 ] procesando parte.051612.5802
[ 051712 ] procesando parte.051612.5803
[ 051712 ] procesando parte.051612.5804
[ 051712 ] procesando parte.051612.5805
[ 051712 ] procesando parte.051612.5806
[ 051712 ] procesando parte.051612.5807
[ 051712 ] procesando parte.051612.5808
[ 051712 ] procesando parte.051612.5809
[ 051712 ] procesando parte.051612.581
[ 051712 ] procesando parte.051612.5810
[ 051712 ] procesando parte.051612.5811
[ 051712 ] procesando parte.051612.5812
[ 051712 ] procesando parte.051612.5813
[ 051712 ] procesando parte.051612.5814
[ 051712 ] procesando parte.051612.5815
[ 051712 ] procesando parte.051612.5816
[ 051712 ] procesando parte.051612.5817
[ 051712 ] procesando parte.051612.5818
[ 051712 ] procesando parte.051612.5819
[ 051712 ] procesando parte.051612.582
[ 051712 ] procesando parte.051612.5820
[ 051712 ] procesando parte.051612.5821
[ 051712 ] procesando parte.051612.5822
[ 051712 ] procesando parte.051612.5823
[ 051712 ] procesando parte.051612.5824
[ 051712 ] procesando parte.051612.5825
[ 051712 ] procesando parte.051612.5826
[ 051712 ] procesando parte.051612.5827
[ 051712 ] procesando parte.051612.5828
[ 051712 ] procesando parte.051612.5829
[ 051712 ] procesando parte.051612.583
[ 051712 ] procesando parte.051612.5830
[ 051712 ] procesando parte.051612.5831
[ 051712 ] procesando parte.051612.5832
[ 051712 ] procesando parte.051612.5833
[ 051712 ] procesando parte.051612.5834
[ 051712 ] procesando parte.051612.5835
[ 051712 ] procesando parte.051612.5836
[ 051712 ] procesando parte.051612.5837
[ 051712 ] procesando parte.051612.5838
[ 051712 ] procesando parte.051612.5839
[ 051712 ] procesando parte.051612.584
[ 051712 ] procesando parte.051612.5840
[ 051712 ] procesando parte.051612.5841
[ 051712 ] procesando parte.051612.5842
[ 051712 ] procesando parte.051612.5843
[ 051712 ] procesando parte.051612.5844
[ 051712 ] procesando parte.051612.5845
[ 051712 ] procesando parte.051612.5846
[ 051712 ] procesando parte.051612.5847
[ 051712 ] procesando parte.051612.5848
[ 051712 ] procesando parte.051612.5849
[ 051712 ] procesando parte.051612.585
[ 051712 ] procesando parte.051612.5850
[ 051712 ] procesando parte.051612.5851
[ 051712 ] procesando parte.051612.5852
[ 051712 ] procesando parte.051612.5853
[ 051712 ] procesando parte.051612.5854
[ 051712 ] procesando parte.051612.5855
[ 051712 ] procesando parte.051612.5856
[ 051712 ] procesando parte.051612.5857
[ 051712 ] procesando parte.051612.5858
[ 051712 ] procesando parte.051612.5859
[ 051712 ] procesando parte.051612.586
[ 051712 ] procesando parte.051612.5860
[ 051712 ] procesando parte.051612.5861
[ 051712 ] procesando parte.051612.5862
[ 051712 ] procesando parte.051612.5863
[ 051712 ] procesando parte.051612.5864
[ 051712 ] procesando parte.051612.5865
[ 051712 ] procesando parte.051612.5866
[ 051712 ] procesando parte.051612.5867
[ 051712 ] procesando parte.051612.5868
[ 051712 ] procesando parte.051612.5869
[ 051712 ] procesando parte.051612.587
[ 051712 ] procesando parte.051612.5870
[ 051712 ] procesando parte.051612.5871
[ 051712 ] procesando parte.051612.5872
[ 051712 ] procesando parte.051612.5873
[ 051712 ] procesando parte.051612.5874
[ 051712 ] procesando parte.051612.5875
[ 051712 ] procesando parte.051612.5876
[ 051712 ] procesando parte.051612.5877
[ 051712 ] procesando parte.051612.5878
[ 051712 ] procesando parte.051612.5879
[ 051712 ] procesando parte.051612.588
[ 051712 ] procesando parte.051612.5880
[ 051712 ] procesando parte.051612.5881
[ 051712 ] procesando parte.051612.5882
[ 051712 ] procesando parte.051612.5883
[ 051712 ] procesando parte.051612.5884
[ 051712 ] procesando parte.051612.5885
[ 051712 ] procesando parte.051612.5886
[ 051712 ] procesando parte.051612.5887
[ 051712 ] procesando parte.051612.5888
[ 051712 ] procesando parte.051612.5889
[ 051712 ] procesando parte.051612.589
[ 051712 ] procesando parte.051612.5890
[ 051712 ] procesando parte.051612.5891
[ 051712 ] procesando parte.051612.5892
[ 051712 ] procesando parte.051612.5893
[ 051712 ] procesando parte.051612.5894
[ 051712 ] procesando parte.051612.5895
[ 051712 ] procesando parte.051612.5896
[ 051712 ] procesando parte.051612.5897
[ 051712 ] procesando parte.051612.5898
[ 051712 ] procesando parte.051612.5899
[ 051712 ] procesando parte.051612.59
[ 051712 ] procesando parte.051612.590
[ 051712 ] procesando parte.051612.5900
[ 051712 ] procesando parte.051612.5901
[ 051712 ] procesando parte.051612.5902
[ 051712 ] procesando parte.051612.5903
[ 051712 ] procesando parte.051612.5904
[ 051712 ] procesando parte.051612.5905
[ 051712 ] procesando parte.051612.5906
[ 051712 ] procesando parte.051612.5907
[ 051712 ] procesando parte.051612.5908
[ 051712 ] procesando parte.051612.5909
[ 051712 ] procesando parte.051612.591
[ 051712 ] procesando parte.051612.5910
[ 051712 ] procesando parte.051612.5911
[ 051712 ] procesando parte.051612.5912
[ 051712 ] procesando parte.051612.5913
[ 051712 ] procesando parte.051612.5914
[ 051712 ] procesando parte.051612.5915
[ 051712 ] procesando parte.051612.5916
[ 051712 ] procesando parte.051612.5917
[ 051712 ] procesando parte.051612.5918
[ 051712 ] procesando parte.051612.5919
[ 051712 ] procesando parte.051612.592
[ 051712 ] procesando parte.051612.5920
[ 051712 ] procesando parte.051612.5921
[ 051712 ] procesando parte.051612.5922
[ 051712 ] procesando parte.051612.5923
[ 051712 ] procesando parte.051612.5924
[ 051712 ] procesando parte.051612.5925
[ 051712 ] procesando parte.051612.5926
[ 051712 ] procesando parte.051612.5927
[ 051712 ] procesando parte.051612.5928
[ 051712 ] procesando parte.051612.5929
[ 051712 ] procesando parte.051612.593
[ 051712 ] procesando parte.051612.5930
[ 051712 ] procesando parte.051612.5931
[ 051712 ] procesando parte.051612.5932
[ 051712 ] procesando parte.051612.5933
[ 051712 ] procesando parte.051612.5934
[ 051712 ] procesando parte.051612.5935
[ 051712 ] procesando parte.051612.5936
[ 051712 ] procesando parte.051612.5937
[ 051712 ] procesando parte.051612.5938
[ 051712 ] procesando parte.051612.5939
[ 051712 ] procesando parte.051612.594
[ 051712 ] procesando parte.051612.5940
[ 051712 ] procesando parte.051612.5941
[ 051712 ] procesando parte.051612.5942
[ 051712 ] procesando parte.051612.5943
[ 051712 ] procesando parte.051612.5944
[ 051712 ] procesando parte.051612.5945
[ 051712 ] procesando parte.051612.5946
[ 051712 ] procesando parte.051612.5947
[ 051712 ] procesando parte.051612.5948
[ 051712 ] procesando parte.051612.5949
[ 051712 ] procesando parte.051612.595
[ 051712 ] procesando parte.051612.5950
[ 051712 ] procesando parte.051612.5951
[ 051712 ] procesando parte.051612.5952
[ 051712 ] procesando parte.051612.5953
[ 051712 ] procesando parte.051612.5954
[ 051712 ] procesando parte.051612.5955
[ 051712 ] procesando parte.051612.5956
[ 051712 ] procesando parte.051612.5957
[ 051712 ] procesando parte.051612.5958
[ 051712 ] procesando parte.051612.5959
[ 051712 ] procesando parte.051612.596
[ 051712 ] procesando parte.051612.5960
[ 051712 ] procesando parte.051612.5961
[ 051712 ] procesando parte.051612.5962
[ 051712 ] procesando parte.051612.5963
[ 051712 ] procesando parte.051612.5964
[ 051712 ] procesando parte.051612.5965
[ 051712 ] procesando parte.051612.5966
[ 051712 ] procesando parte.051612.5967
[ 051712 ] procesando parte.051612.5968
[ 051712 ] procesando parte.051612.5969
[ 051712 ] procesando parte.051612.597
[ 051712 ] procesando parte.051612.5970
[ 051712 ] procesando parte.051612.5971
[ 051712 ] procesando parte.051612.5972
[ 051712 ] procesando parte.051612.5973
[ 051712 ] procesando parte.051612.5974
[ 051712 ] procesando parte.051612.5975
[ 051712 ] procesando parte.051612.5976
[ 051712 ] procesando parte.051612.5977
[ 051712 ] procesando parte.051612.5978
[ 051712 ] procesando parte.051612.5979
[ 051712 ] procesando parte.051612.598
[ 051712 ] procesando parte.051612.5980
[ 051712 ] procesando parte.051612.5981
[ 051712 ] procesando parte.051612.5982
[ 051712 ] procesando parte.051612.5983
[ 051712 ] procesando parte.051612.5984
[ 051712 ] procesando parte.051612.5985
[ 051712 ] procesando parte.051612.5986
[ 051712 ] procesando parte.051612.5987
[ 051712 ] procesando parte.051612.5988
[ 051712 ] procesando parte.051612.5989
[ 051712 ] procesando parte.051612.599
[ 051712 ] procesando parte.051612.5990
[ 051712 ] procesando parte.051612.5991
[ 051712 ] procesando parte.051612.5992
[ 051712 ] procesando parte.051612.5993
[ 051712 ] procesando parte.051612.5994
[ 051712 ] procesando parte.051612.5995
[ 051712 ] procesando parte.051612.5996
[ 051712 ] procesando parte.051612.5997
[ 051712 ] procesando parte.051612.5998
[ 051712 ] procesando parte.051612.5999
[ 051712 ] procesando parte.051612.60
[ 051712 ] procesando parte.051612.600
[ 051712 ] procesando parte.051612.6000
[ 051712 ] procesando parte.051612.6001
[ 051712 ] procesando parte.051612.6002
[ 051712 ] procesando parte.051612.6003
[ 051712 ] procesando parte.051612.6004
[ 051712 ] procesando parte.051612.6005
[ 051712 ] procesando parte.051612.6006
[ 051712 ] procesando parte.051612.6007
[ 051712 ] procesando parte.051612.6008
[ 051712 ] procesando parte.051612.6009
[ 051712 ] procesando parte.051612.601
[ 051712 ] procesando parte.051612.6010
[ 051712 ] procesando parte.051612.6011
[ 051712 ] procesando parte.051612.6012
[ 051712 ] procesando parte.051612.6013
[ 051712 ] procesando parte.051612.6014
[ 051712 ] procesando parte.051612.6015
[ 051712 ] procesando parte.051612.6016
[ 051712 ] procesando parte.051612.6017
[ 051712 ] procesando parte.051612.6018
[ 051712 ] procesando parte.051612.6019
[ 051712 ] procesando parte.051612.602
[ 051712 ] procesando parte.051612.6020
[ 051712 ] procesando parte.051612.6021
[ 051712 ] procesando parte.051612.6022
[ 051712 ] procesando parte.051612.6023
[ 051712 ] procesando parte.051612.6024
